China,0.011811,0.012506,0.018064,0.029180,0.038907,0.056971,0.091015,0.092405,0.118806,0.147986,0.179946,0.250812,0.295278,0.341132,0.391156,0.439790,0.498845,0.559290,0.628767,0.703108,0.772585,0.776059,0.951141,1.056746,1.155404,1.226965,1.295053,1.391626,1.470135,1.554897,1.554897,1.697325,1.698714,1.802930,1.851564,1.887692,1.907840,1.938410,1.971065,1.995381,2.024562,2.047489,2.072501,2.094734,2.114882,2.134336,2.153789,2.169769,2.180885,2.196170,2.203813,2.209371,2.218403,2.225351,2.235077,2.244109,2.251752,2.257310,2.260089,2.264258,2.274679,2.274679,2.279543,2.282322,2.286490,2.289964,2.292049,2.295522,2.298302,2.298996,2.303860,2.308028,2.310807,2.313586,2.315671,2.317060,2.317060,2.318450,2.319839,2.320534,2.322618,2.322618,2.324008,2.324008,2.324703,2.324703,3.220957,3.220957,3.220957,3.220957,3.220957,3.220957,3.220957,3.220957,3.220957,3.221652,3.221652,3.221652,3.221652,3.221652,3.221652,3.221652,3.221652,3.221652
Italy,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016539,0.033079,0.049618,0.115776,0.165394,0.198472,0.281169,0.347327,0.479641,0.562338,0.860047,1.306610,1.769712,2.447826,3.258254,3.853671,6.053406,7.657724,10.436337,13.678052,13.678052,20.938832,23.833220,29.919705,35.691942,41.398022,49.254219,56.316526,66.686706,79.802419,90.569544,100.509700,112.798446,124.094830,135.870855,151.070528,165.774021,178.277778,191.707740,205.551185,217.575301,230.145216,242.814367,254.077672,262.760837,273.279871,283.269645,292.233979,302.322990,311.750426,321.988291,329.116755,338.478034,348.434730,357.994481,366.677645,376.187778,384.159751,391.321294,398.830164,407.662183,414.889884,422.564148,429.510680,436.374515,440.674749,446.182356,452.500393,457.842606,462.556324,467.005413,474.845070,477.722919,480.948094
Spain,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021388,0.042776,0.064165,0.106941,0.213882,0.363599,0.598869,0.748587,1.154962,1.176350,2.844629,4.170697,6.181186,7.314760,11.399904,13.324841,17.752196,22.307880,29.408759,37.899870,49.428103,60.058033,78.002723,93.359442,109.892512,127.944143,145.503846,165.031262,181.029627,200.770924,221.324973,239.504934,255.524687,270.368089,285.339821,300.397106,316.374083,330.383346,343.943458,355.172256,368.069334,379.768673,386.185130,400.130228,413.112859,427.806544,428.683460,437.452617,445.986504,455.183425,464.487287,473.898090,481.747555,489.832291,495.992089,503.071579,509.509424,519.198273,524.930308,524.930308,536.843529,540.351191,543.858854
US,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003021,0.003021,0.018127,0.021148,0.033232,0.036253,0.042296,0.051359,0.063444,0.066465,0.084591,0.108760,0.123866,0.148035,0.175225,0.220542,0.299091,0.401809,0.495464,0.779450,1.054372,1.335337,1.770379,2.374603,3.045293,3.975799,5.214460,6.842845,8.250689,10.332244,12.664551,16.214372,19.640326,23.930322,27.933311,32.794299,37.386408,41.975495,48.915016,55.195933,61.192863,67.470759,73.540197,78.809036,84.198721,91.425250,98.893468,105.216680,113.023264,120.098736,123.699916,128.878122,136.210389,143.237523,150.222362,155.566730,162.400512,165.802297,169.965406,176.297682,184.188857,190.318717,196.200846,200.508968,204.475704,208.221897
